customer_id,signup_date,city,acquisition_channel
500,2024-04-13,Kolkata,Social
501,2024-03-10,Hyderabad,Ads
502,2023-12-28,Bangalore,Email
503,2024-05-03,Mumbai,Ads
504,2022-02-20,Delhi,Social
505,2023-10-27,Kolkata,Email
506,2023-11-29,Hyderabad,Organic
507,2023-07-29,Chennai,Organic
508,2022-07-09,Kolkata,Ads
509,2022-05-05,Ahmedabad,Organic
510,2022-05-30,Bangalore,Organic
511,2022-11-10,Delhi,Organic
512,2023-07-24,Chennai,Social
513,2022-12-08,Chennai,Organic
514,2022-11-01,Mumbai,Referral
515,2023-11-23,Kolkata,Email
516,2023-11-13,Mumbai,Organic
517,2024-04-17,Delhi,Organic
518,2024-02-22,Ahmedabad,Organic
519,2022-02-23,Kolkata,Referral
520,2023-03-20,Pune,Organic
521,2023-09-05,Kolkata,Organic
522,2022-09-21,Ahmedabad,Email
523,2022-02-22,Pune,Referral
524,2023-07-26,Chennai,Referral
525,2023-09-12,Mumbai,Organic
526,2022-01-05,Bangalore,Referral
527,2022-04-13,Kolkata,Ads
528,2022-07-15,Bangalore,Referral
529,2024-02-13,Kolkata,Referral
530,2024-05-26,Chennai,Referral
531,2024-06-02,Mumbai,Social
532,2022-12-16,Delhi,Social
533,2022-02-16,Delhi,Social
534,2024-05-16,Delhi,Referral
535,2024-04-02,Kolkata,Ads
536,2024-03-30,Kolkata,Referral
537,2023-10-18,Bangalore,Organic
538,2022-09-26,Mumbai,Ads
539,2023-01-05,Ahmedabad,Social
540,2023-09-28,Kolkata,Email
541,2022-04-16,Mumbai,Ads
542,2023-11-01,Bangalore,Social
543,2023-10-21,Kolkata,Ads
544,2023-10-19,Delhi,Ads
545,2022-04-30,Delhi,Referral
546,2024-04-10,Chennai,Organic
547,2024-02-26,Pune,Email
548,2023-08-27,Hyderabad,Social
549,2022-02-27,Ahmedabad,Ads
550,2022-12-12,Pune,Email
551,2024-01-11,Kolkata,Ads
552,2023-04-19,Mumbai,Organic
553,2022-04-27,Kolkata,Email
554,2024-04-09,Mumbai,Social
555,2024-03-01,Mumbai,Ads
556,2022-05-07,Pune,Organic
557,2023-01-28,Hyderabad,Email
558,2023-10-03,Chennai,Ads
559,2022-02-27,Pune,Ads
560,2023-09-26,Hyderabad,Social
561,2023-05-28,Delhi,Organic
562,2024-01-21,Delhi,Referral
563,2024-03-12,Mumbai,Ads
564,2022-04-06,Bangalore,Email
565,2023-09-30,Kolkata,Social
566,2022-04-28,Kolkata,Social
567,2023-07-14,Mumbai,Ads
568,2023-08-24,Bangalore,Ads
569,2023-05-03,Ahmedabad,Ads
570,2022-08-25,Hyderabad,Referral
571,2024-06-03,Ahmedabad,Ads
572,2024-06-15,Ahmedabad,Organic
573,2022-09-29,Delhi,Email
574,2022-07-08,Ahmedabad,Ads
575,2023-12-05,Kolkata,Referral
576,2023-03-23,Pune,Email
577,2023-08-04,Bangalore,Social
578,2024-02-29,Hyderabad,Ads
579,2024-05-10,Delhi,Email
580,2022-09-04,Ahmedabad,Social
581,2022-03-17,Pune,Referral
582,2022-06-03,Bangalore,Organic
583,2023-10-18,Mumbai,Ads
584,2023-03-11,Mumbai,Organic
585,2022-03-27,Mumbai,Referral
586,2023-11-28,Kolkata,Email
587,2022-10-12,Hyderabad,Email
588,2022-08-08,Mumbai,Referral
589,2022-03-10,Kolkata,Referral
590,2022-02-16,Chennai,Ads
591,2022-04-04,Kolkata,Social
592,2024-01-20,Delhi,Organic
593,2023-03-29,Kolkata,Organic
594,2022-07-23,Hyderabad,Email
595,2022-08-06,Pune,Email
596,2023-04-19,Ahmedabad,Ads
597,2023-03-08,Kolkata,Referral
598,2022-12-07,Mumbai,Organic
599,2023-07-05,Delhi,Ads
600,2023-09-04,Bangalore,Email
601,2022-10-16,Mumbai,Email
602,2022-09-11,Delhi,Organic
603,2024-01-04,Chennai,Email
604,2022-12-23,Ahmedabad,Email
605,2022-01-23,Bangalore,Social
606,2024-02-01,Chennai,Referral
607,2023-06-06,Pune,Email
608,2024-01-28,Delhi,Social
609,2024-04-16,Chennai,Ads
610,2022-04-10,Ahmedabad,Email
611,2024-03-12,Ahmedabad,Ads
612,2022-06-29,Pune,Email
613,2022-08-11,Ahmedabad,Organic
614,2024-02-01,Delhi,Social
615,2023-10-21,Delhi,Social
616,2023-03-18,Ahmedabad,Organic
617,2023-08-31,Chennai,Referral
618,2024-02-08,Delhi,Social
619,2022-11-21,Mumbai,Ads
620,2023-05-31,Ahmedabad,Social
621,2022-01-16,Delhi,Referral
622,2024-03-02,Hyderabad,Ads
623,2022-12-02,Pune,Ads
624,2024-01-29,Ahmedabad,Organic
625,2022-09-15,Delhi,Email
626,2023-05-12,Hyderabad,Organic
627,2024-06-14,Delhi,Email
628,2022-06-09,Delhi,Organic
629,2023-04-20,Chennai,Email
630,2024-05-01,Mumbai,Social
631,2023-10-26,Ahmedabad,Ads
632,2023-11-21,Pune,Email
633,2023-11-06,Ahmedabad,Social
634,2023-01-15,Mumbai,Referral
635,2023-06-29,Bangalore,Organic
636,2023-11-22,Chennai,Referral
637,2023-03-03,Chennai,Social
638,2023-09-05,Mumbai,Referral
639,2022-09-25,Kolkata,Referral
640,2024-04-14,Chennai,Social
641,2023-07-31,Ahmedabad,Ads
642,2023-02-21,Mumbai,Email
643,2022-06-17,Chennai,Organic
644,2024-04-21,Delhi,Email
645,2022-02-12,Mumbai,Organic
646,2023-07-10,Mumbai,Email
647,2022-10-12,Ahmedabad,Referral
648,2023-02-01,Hyderabad,Ads
649,2022-01-12,Chennai,Referral
650,2023-08-30,Chennai,Ads
651,2022-10-29,Mumbai,Social
652,2024-06-16,Delhi,Organic
653,2022-09-10,Delhi,Organic
654,2023-05-14,Pune,Social
655,2024-01-24,Delhi,Email
656,2022-02-04,Chennai,Social
657,2023-12-28,Kolkata,Social
658,2024-04-28,Hyderabad,Ads
659,2022-03-31,Mumbai,Social
660,2024-02-15,Bangalore,Organic
661,2023-08-28,Hyderabad,Referral
662,2023-08-25,Ahmedabad,Ads
663,2023-02-22,Ahmedabad,Ads
664,2022-04-25,Kolkata,Email
665,2023-09-09,Bangalore,Referral
666,2022-07-15,Hyderabad,Ads
667,2024-04-05,Delhi,Social
668,2023-05-16,Chennai,Ads
669,2023-09-18,Kolkata,Ads
670,2023-05-08,Bangalore,Ads
671,2022-03-16,Kolkata,Email
672,2023-02-17,Hyderabad,Ads
673,2023-01-11,Chennai,Ads
674,2023-02-24,Kolkata,Email
675,2023-12-30,Bangalore,Referral
676,2022-10-04,Mumbai,Organic
677,2024-01-31,Hyderabad,Email
678,2023-11-07,Mumbai,Email
679,2023-01-29,Delhi,Ads
680,2024-05-18,Mumbai,Ads
681,2023-04-02,Mumbai,Organic
682,2022-07-11,Pune,Ads
683,2024-01-09,Hyderabad,Social
684,2023-11-20,Delhi,Ads
685,2022-04-09,Mumbai,Ads
686,2023-07-02,Ahmedabad,Social
687,2022-04-06,Chennai,Organic
688,2023-10-26,Bangalore,Social
689,2023-10-25,Mumbai,Email
690,2022-07-09,Delhi,Social
691,2024-01-06,Mumbai,Referral
692,2022-02-06,Bangalore,Email
693,2024-02-19,Delhi,Ads
694,2023-01-04,Hyderabad,Email
695,2023-11-26,Delhi,Organic
696,2023-06-09,Hyderabad,Organic
697,2022-10-06,Delhi,Social
698,2022-08-05,Ahmedabad,Email
699,2024-05-16,Kolkata,Ads
700,2024-05-22,Bangalore,Organic
701,2024-03-08,Bangalore,Ads
702,2022-09-30,Delhi,Referral
703,2024-05-30,Kolkata,Organic
704,2022-03-03,Mumbai,Social
705,2023-08-19,Bangalore,Referral
706,2024-05-29,Ahmedabad,Email
707,2023-12-30,Hyderabad,Ads
708,2022-12-08,Hyderabad,Organic
709,2023-02-01,Chennai,Referral
710,2023-11-30,Pune,Referral
711,2022-01-19,Kolkata,Organic
712,2022-06-26,Pune,Email
713,2023-09-04,Pune,Email
714,2023-01-31,Hyderabad,Social
715,2023-03-21,Ahmedabad,Email
716,2022-08-21,Ahmedabad,Social
717,2022-03-17,Chennai,Referral
718,2022-09-22,Pune,Organic
719,2023-03-31,Pune,Email
720,2024-03-06,Delhi,Social
721,2023-12-19,Delhi,Referral
722,2024-01-05,Delhi,Email
723,2023-01-19,Mumbai,Ads
724,2023-07-18,Pune,Referral
725,2024-04-30,Ahmedabad,Email
726,2023-05-21,Ahmedabad,Referral
727,2023-01-02,Mumbai,Organic
728,2022-05-24,Ahmedabad,Organic
729,2024-06-03,Chennai,Organic
730,2022-03-10,Kolkata,Ads
731,2022-04-09,Hyderabad,Organic
732,2023-01-31,Pune,Ads
733,2022-01-25,Ahmedabad,Organic
734,2024-06-09,Hyderabad,Referral
735,2023-04-14,Ahmedabad,Email
736,2023-04-29,Kolkata,Email
737,2023-07-19,Delhi,Organic
738,2022-05-31,Pune,Email
739,2022-05-24,Bangalore,Organic
740,2023-07-23,Mumbai,Organic
741,2022-02-08,Mumbai,Social
742,2022-04-19,Pune,Social
743,2023-11-24,Kolkata,Social
744,2022-02-11,Delhi,Ads
745,2022-07-05,Mumbai,Social
746,2023-02-02,Delhi,Organic
747,2022-08-11,Chennai,Referral
748,2023-09-26,Hyderabad,Social
749,2022-05-13,Kolkata,Social
750,2022-06-12,Bangalore,Referral
751,2022-08-03,Hyderabad,Organic
752,2024-01-03,Hyderabad,Ads
753,2022-08-23,Chennai,Social
754,2024-04-22,Mumbai,Referral
755,2023-10-20,Bangalore,Organic
756,2024-01-21,Mumbai,Email
757,2023-08-11,Pune,Ads
758,2022-01-09,Hyderabad,Referral
