"customer_id","signup_date","city","acquisition_channel"
3224,2023-05-12,Bangalore,Ads
3640,2022-09-25,Kolkata,Referral
5585,2023-07-01,Kolkata,Referral
6955,2024-02-21,Delhi,Organic
3969,2023-03-25,Ahmedabad,Social
375,2024-04-01,Delhi,Social
3223,2022-02-08,Mumbai,Ads
4149,2023-11-10,Ahmedabad,Ads
4522,2023-03-17,Kolkata,Ads
5658,2022-07-14,Ahmedabad,Referral
3823,2024-04-25,Mumbai,Referral
1868,2022-08-27,Chennai,Social
2498,2022-10-21,Mumbai,Social
332,2022-12-12,Pune,Social
448,2022-06-10,Hyderabad,Social
5533,2023-09-06,Chennai,Ads
4928,2022-06-22,Pune,Ads
822,2022-07-10,Ahmedabad,Referral
660,2024-02-15,Bangalore,Organic
4825,2022-10-29,Kolkata,Ads
7546,2022-09-28,Chennai,Organic
6098,2022-02-14,Mumbai,Social
2537,2024-03-24,Mumbai,Social
3852,2024-02-26,Kolkata,Email
1673,2023-09-02,Hyderabad,Email
922,2024-05-03,Ahmedabad,Referral
1407,2023-09-08,Chennai,Social
1009,2022-06-15,Ahmedabad,Email
4493,2024-05-31,Bangalore,Referral
844,2022-08-15,Delhi,Social
3211,2023-02-18,Delhi,Email
7196,2023-04-25,Hyderabad,Organic
5404,2024-03-05,Delhi,Email
7109,2022-10-25,Mumbai,Ads
1941,2024-01-23,Hyderabad,Organic
3825,2023-08-19,Bangalore,Email
3256,2023-07-16,Mumbai,Referral
2663,2023-10-20,Hyderabad,Email
602,2022-09-11,Delhi,Organic
6343,2023-04-19,Kolkata,Ads
7078,2024-03-02,Mumbai,Ads
6743,2023-04-08,Hyderabad,Social
6313,2022-05-07,Hyderabad,Referral
6571,2024-05-24,Mumbai,Referral
788,2022-05-12,Mumbai,Organic
6575,2023-04-16,Hyderabad,Organic
5564,2024-01-19,Pune,Email
5044,2023-09-20,Bangalore,Social
4954,2023-12-19,Mumbai,Email
3182,2024-02-17,Ahmedabad,Ads
2903,2022-02-11,Ahmedabad,Ads
5004,2023-04-07,Delhi,Social
5215,2024-06-09,Ahmedabad,Referral
238,2024-03-29,Ahmedabad,Email
5393,2022-03-14,Ahmedabad,Email
3914,2022-10-28,Pune,Email
221,2022-07-09,Delhi,Organic
7837,2022-04-11,Chennai,Referral
5777,2023-07-26,Bangalore,Social
2165,2023-05-07,Delhi,Organic
1652,2022-05-08,Kolkata,Referral
387,2023-01-27,Bangalore,Ads
7134,2022-01-12,Pune,Social
5479,2023-01-25,Ahmedabad,Referral
5600,2023-04-02,Kolkata,Email
6940,2023-01-11,Hyderabad,Email
4610,2022-01-31,Kolkata,Email
4577,2024-02-24,Hyderabad,Organic
2377,2023-06-14,Ahmedabad,Ads
3908,2022-02-04,Delhi,Ads
3313,2023-08-21,Mumbai,Ads
1358,2023-09-27,Chennai,Referral
5715,2023-05-20,Chennai,Ads
5005,2022-05-12,Delhi,Ads
4875,2022-12-20,Delhi,Email
6890,2023-12-22,Bangalore,Referral
5757,2024-04-13,Delhi,Social
4922,2022-06-04,Delhi,Referral
3769,2022-09-05,Mumbai,Social
2964,2023-10-20,Chennai,Organic
724,2023-07-18,Pune,Referral
4890,2023-08-29,Pune,Email
3656,2024-04-07,Kolkata,Email
1998,2023-11-29,Mumbai,Ads
5735,2022-08-20,Chennai,Email
3000,2024-02-03,Hyderabad,Organic
6909,2022-12-30,Pune,Ads
7781,2024-04-19,Chennai,Social
4701,2022-05-14,Delhi,Referral
2344,2022-06-08,Bangalore,Referral
5171,2022-04-19,Hyderabad,Organic
7126,2022-10-10,Ahmedabad,Organic
6290,2023-02-26,Chennai,Referral
5546,2024-03-13,Mumbai,Email
4399,2022-03-06,Chennai,Social
3541,2023-03-01,Ahmedabad,Referral
1726,2022-12-31,Ahmedabad,Organic
3130,2023-02-12,Delhi,Referral
4842,2023-06-07,Delhi,Email
1621,2023-09-24,Kolkata,Email
4200,2023-03-24,Mumbai,Social
2852,2022-09-05,Ahmedabad,Email
4146,2022-04-28,Chennai,Ads
3706,2023-06-21,Pune,Social
3727,2023-03-26,Pune,Organic
4,2022-09-28,Bangalore,Referral
6219,2023-01-06,Delhi,Social
3279,2022-10-08,Kolkata,Email
4497,2024-05-27,Hyderabad,Organic
5450,2023-06-12,Ahmedabad,Email
958,2023-03-22,Pune,Email
982,2024-04-04,Hyderabad,Organic
5670,2023-07-14,Kolkata,Email
4534,2024-02-15,Delhi,Ads
3662,2024-04-27,Hyderabad,Referral
1054,2023-10-29,Mumbai,Ads
4338,2023-08-27,Chennai,Referral
732,2023-01-31,Pune,Ads
2320,2023-11-26,Bangalore,Social
1097,2022-01-08,Mumbai,Email
7322,2024-01-22,Pune,Referral
1792,2024-03-04,Delhi,Referral
7250,2022-07-20,Mumbai,Email
3382,2023-10-26,Ahmedabad,Referral
430,2022-02-15,Pune,Email
7,2023-12-02,Mumbai,Referral
5580,2022-08-01,Pune,Organic
3612,2024-02-21,Bangalore,Ads
2496,2022-06-27,Bangalore,Social
6762,2024-03-02,Chennai,Email
5652,2023-05-24,Bangalore,Email
623,2022-12-02,Pune,Ads
5809,2023-04-25,Ahmedabad,Social
5050,2022-06-30,Hyderabad,Organic
3878,2023-09-29,Chennai,Email
6941,2024-03-14,Hyderabad,Organic
1653,2024-05-02,Delhi,Social
1949,2022-05-25,Delhi,Referral
4632,2022-05-29,Hyderabad,Referral
2973,2022-03-01,Mumbai,Organic
5370,2022-11-11,Delhi,Social
4770,2023-01-29,Chennai,Referral
7025,2023-09-10,Ahmedabad,Organic
6280,2024-01-04,Pune,Ads
6625,2024-06-08,Chennai,Organic
5815,2022-07-30,Hyderabad,Organic
4877,2023-09-11,Hyderabad,Email
1864,2023-11-28,Delhi,Ads
2554,2022-03-30,Ahmedabad,Organic
1429,2023-02-11,Delhi,Social
1352,2022-09-11,Delhi,Ads
356,2023-09-20,Mumbai,Referral
3942,2023-06-24,Chennai,Organic
7334,2024-02-19,Kolkata,Email
7086,2022-11-27,Hyderabad,Social
653,2022-09-10,Delhi,Organic
6401,2022-05-20,Hyderabad,Ads
6588,2022-06-29,Chennai,Social
5723,2022-07-18,Bangalore,Email
2051,2022-08-12,Bangalore,Ads
4690,2023-11-29,Chennai,Referral
6776,2022-11-09,Chennai,Organic
5300,2022-11-18,Pune,Ads
2104,2022-08-15,Delhi,Email
1309,2023-02-06,Ahmedabad,Social
4290,2022-04-01,Chennai,Organic
4827,2024-01-04,Delhi,Email
3396,2022-04-23,Mumbai,Social
6610,2023-03-25,Kolkata,Email
4854,2024-04-11,Bangalore,Social
3549,2023-08-21,Hyderabad,Email
4851,2022-09-09,Delhi,Ads
6457,2022-10-20,Bangalore,Email
311,2023-05-26,Mumbai,Social
3782,2023-05-31,Chennai,Email
3274,2023-02-17,Mumbai,Email
3400,2024-04-10,Kolkata,Ads
5561,2022-02-21,Hyderabad,Social
179,2023-04-06,Ahmedabad,Email
7684,2022-11-11,Delhi,Ads
5915,2023-06-01,Pune,Email
6260,2023-01-25,Hyderabad,Organic
4921,2023-09-05,Chennai,Email
3140,2022-08-16,Hyderabad,Ads
1382,2024-01-25,Delhi,Organic
5031,2022-10-10,Mumbai,Ads
3044,2023-04-16,Hyderabad,Social
5386,2024-03-27,Chennai,Referral
3215,2023-03-11,Delhi,Email
4112,2022-08-11,Hyderabad,Ads
2730,2023-11-18,Pune,Organic
730,2022-03-10,Kolkata,Ads
7724,2022-04-24,Bangalore,Ads
1705,2022-08-15,Mumbai,Ads
2329,2022-11-08,Ahmedabad,Referral
4801,2023-08-19,Kolkata,Email
7965,2023-07-03,Mumbai,Ads
2585,2022-03-06,Kolkata,Organic
6798,2022-04-03,Kolkata,Social
5788,2022-03-03,Chennai,Organic
5673,2024-04-11,Bangalore,Organic
1699,2023-05-27,Mumbai,Ads
1391,2024-04-21,Hyderabad,Social
4892,2023-03-03,Pune,Referral
3524,2024-06-14,Bangalore,Social
1256,2024-06-16,Ahmedabad,Organic
567,2023-07-14,Mumbai,Ads
4488,2023-04-01,Chennai,Referral
6250,2024-03-17,Kolkata,Organic
5336,2022-05-28,Chennai,Organic
7181,2023-02-24,Delhi,Organic
5371,2023-10-24,Pune,Social
6641,2022-10-05,Pune,Email
7907,2022-10-14,Kolkata,Referral
5374,2022-09-05,Chennai,Email
2762,2022-06-16,Pune,Organic
5832,2024-05-07,Kolkata,Referral
5700,2022-07-26,Mumbai,Ads
5163,2022-09-02,Bangalore,Email
2709,2023-08-07,Ahmedabad,Email
4620,2024-05-04,Chennai,Organic
6982,2024-02-23,Hyderabad,Social
3512,2023-02-03,Chennai,Organic
2397,2023-05-17,Pune,Social
3438,2023-09-22,Kolkata,Social
2065,2023-11-06,Ahmedabad,Social
3916,2023-03-07,Mumbai,Referral
1619,2023-12-15,Pune,Organic
5811,2023-05-15,Kolkata,Ads
6950,2022-06-24,Mumbai,Referral
5220,2022-04-05,Kolkata,Organic
4862,2022-10-01,Mumbai,Referral
1373,2022-06-06,Hyderabad,Social
2317,2024-01-03,Kolkata,Social
702,2022-09-30,Delhi,Referral
140,2024-02-12,Bangalore,Referral
2250,2024-03-11,Hyderabad,Ads
5591,2023-03-02,Delhi,Ads
7855,2024-02-10,Hyderabad,Ads
1778,2023-04-11,Bangalore,Email
85,2023-01-25,Pune,Social
6111,2023-04-10,Kolkata,Referral
4113,2022-10-06,Mumbai,Referral
7224,2023-09-02,Chennai,Social
3109,2023-12-27,Kolkata,Ads
4711,2023-09-30,Pune,Organic
2169,2022-03-01,Hyderabad,Social
624,2024-01-29,Ahmedabad,Organic
3210,2024-02-29,Ahmedabad,Social
4375,2022-11-16,Mumbai,Organic
6047,2023-02-10,Bangalore,Organic
4037,2022-08-28,Bangalore,Social
6796,2023-09-12,Ahmedabad,Organic
2355,2023-11-20,Delhi,Organic
1470,2023-10-26,Bangalore,Email
3678,2023-09-05,Hyderabad,Social
1708,2022-02-24,Chennai,Email
3767,2022-03-07,Pune,Social
1485,2022-02-18,Chennai,Organic
6157,2022-04-20,Kolkata,Referral
5701,2023-06-25,Hyderabad,Ads
3401,2023-09-20,Bangalore,Social
4013,2024-03-29,Hyderabad,Ads
5896,2024-06-05,Chennai,Organic
1612,2024-05-16,Hyderabad,Social
5562,2024-05-05,Ahmedabad,Email
7295,2022-12-30,Hyderabad,Email
6685,2023-02-19,Ahmedabad,Ads
4840,2022-11-29,Delhi,Email
3093,2022-05-09,Mumbai,Social
5821,2022-04-02,Mumbai,Referral
3392,2023-11-16,Delhi,Social
1897,2023-12-11,Delhi,Social
2295,2022-11-10,Pune,Ads
6738,2022-05-21,Pune,Referral
2872,2023-04-26,Hyderabad,Email
7267,2023-08-10,Delhi,Social
5988,2022-03-09,Hyderabad,Referral
5977,2022-08-23,Hyderabad,Ads
3663,2023-01-22,Bangalore,Organic
3930,2022-08-20,Kolkata,Ads
4233,2022-03-10,Chennai,Social
7610,2024-05-28,Hyderabad,Organic
4211,2022-05-05,Bangalore,Social
5513,2022-05-19,Pune,Email
5726,2022-12-05,Bangalore,Social
3335,2023-09-15,Kolkata,Email
6306,2024-03-09,Bangalore,Email
1082,2022-09-06,Kolkata,Email
6188,2022-10-29,Pune,Organic
7495,2023-06-26,Mumbai,Organic
6322,2023-01-23,Hyderabad,Referral
7445,2023-05-11,Mumbai,Email
2513,2023-10-31,Kolkata,Referral
4431,2022-10-17,Kolkata,Referral
6774,2022-04-13,Delhi,Social
4407,2023-10-10,Ahmedabad,Social
7757,2023-11-23,Pune,Organic
425,2022-01-17,Chennai,Social
7664,2023-04-10,Mumbai,Social
7786,2024-03-04,Hyderabad,Ads
7649,2023-03-01,Hyderabad,Referral
3765,2024-06-11,Bangalore,Organic
3867,2022-07-22,Chennai,Referral
75,2023-03-04,Ahmedabad,Email
2650,2023-01-08,Mumbai,Organic
5415,2023-10-06,Chennai,Referral
3225,2024-02-19,Pune,Email
5903,2023-06-24,Pune,Ads
6241,2022-02-07,Pune,Social
4950,2023-09-17,Kolkata,Organic
2880,2024-01-31,Hyderabad,Referral
5134,2022-03-22,Pune,Ads
4332,2023-05-14,Pune,Ads
1578,2023-04-14,Chennai,Ads
3190,2024-02-20,Ahmedabad,Social
4245,2022-12-20,Hyderabad,Social
5891,2023-03-13,Kolkata,Organic
3714,2022-08-15,Delhi,Social
1553,2023-03-19,Delhi,Ads
7613,2024-02-17,Bangalore,Organic
498,2022-04-02,Chennai,Organic
2431,2024-04-23,Mumbai,Ads
4546,2022-05-17,Mumbai,Social
3497,2024-03-23,Pune,Ads
4863,2022-01-19,Kolkata,Email
216,2023-10-02,Pune,Organic
1236,2022-05-20,Chennai,Social
6881,2024-02-17,Mumbai,Email
794,2023-03-21,Kolkata,Referral
4507,2023-04-16,Delhi,Organic
7277,2024-06-13,Pune,Email
1947,2024-04-29,Hyderabad,Referral
7749,2022-03-17,Pune,Social
2487,2022-08-05,Bangalore,Social
4481,2022-07-02,Chennai,Organic
6901,2022-08-29,Ahmedabad,Email
6183,2024-02-29,Bangalore,Email
2218,2023-08-30,Mumbai,Email
3410,2022-06-10,Bangalore,Ads
8,2022-01-21,Bangalore,Email
752,2024-01-03,Hyderabad,Ads
7077,2023-09-10,Bangalore,Social
751,2022-08-03,Hyderabad,Organic
673,2023-01-11,Chennai,Ads
5159,2023-08-05,Chennai,Email
6072,2022-04-04,Delhi,Email
3590,2023-12-05,Ahmedabad,Organic
1471,2022-01-25,Delhi,Social
3163,2022-08-11,Ahmedabad,Email
1436,2023-02-24,Delhi,Social
6882,2022-04-09,Bangalore,Ads
5059,2022-12-23,Kolkata,Referral
831,2023-11-16,Ahmedabad,Referral
6108,2022-07-31,Pune,Organic
4385,2022-02-26,Hyderabad,Email
6500,2022-10-14,Bangalore,Referral
2135,2022-01-22,Delhi,Email
2232,2023-07-07,Delhi,Referral
4873,2023-07-25,Pune,Social
2799,2022-08-18,Chennai,Ads
7966,2022-03-15,Pune,Organic
5859,2022-07-26,Bangalore,Social
4291,2022-04-27,Delhi,Referral
4512,2022-10-17,Kolkata,Organic
2841,2023-05-30,Bangalore,Organic
3427,2024-04-16,Pune,Referral
3255,2022-10-10,Kolkata,Referral
970,2023-11-05,Pune,Referral
3838,2023-03-02,Chennai,Social
7793,2023-09-19,Chennai,Organic
5707,2022-01-25,Pune,Social
1888,2023-02-03,Ahmedabad,Referral
7006,2023-03-17,Mumbai,Email
7318,2022-07-30,Kolkata,Social
6436,2022-08-21,Bangalore,Email
949,2022-03-26,Pune,Social
6719,2023-02-23,Hyderabad,Organic
382,2023-02-02,Pune,Ads
6666,2023-10-19,Kolkata,Referral
3709,2022-07-15,Mumbai,Email
2620,2024-02-22,Pune,Referral
6713,2024-06-05,Pune,Referral
5993,2023-11-14,Mumbai,Organic
4469,2023-11-01,Mumbai,Email
490,2022-11-17,Bangalore,Referral
4423,2023-02-18,Mumbai,Social
648,2023-02-01,Hyderabad,Ads
2045,2022-12-22,Mumbai,Ads
25,2023-05-07,Hyderabad,Organic
5615,2023-08-20,Pune,Email
1671,2024-01-01,Mumbai,Email
4067,2024-01-07,Hyderabad,Organic
5864,2022-06-27,Ahmedabad,Referral
1212,2022-04-28,Kolkata,Referral
713,2023-09-04,Pune,Email
290,2022-10-21,Hyderabad,Social
2781,2024-06-17,Chennai,Email
6754,2022-10-11,Chennai,Organic
6076,2024-01-12,Chennai,Referral
4508,2024-02-15,Pune,Referral
5452,2023-08-29,Ahmedabad,Social
400,2023-11-01,Delhi,Social
1571,2022-04-30,Pune,Email
6407,2022-09-25,Hyderabad,Organic
7635,2024-05-04,Kolkata,Organic
4638,2022-12-22,Pune,Social
2341,2024-03-27,Mumbai,Social
7385,2023-04-25,Kolkata,Ads
6535,2024-05-01,Delhi,Organic
7987,2022-03-30,Delhi,Ads
1433,2023-02-09,Mumbai,Social
86,2023-07-20,Chennai,Social
4274,2022-08-02,Chennai,Ads
4573,2022-04-11,Ahmedabad,Social
617,2023-08-31,Chennai,Referral
3260,2022-03-29,Kolkata,Referral
1431,2024-03-24,Mumbai,Referral
7204,2024-01-25,Mumbai,Social
277,2023-11-15,Kolkata,Social
6755,2024-05-13,Mumbai,Ads
7608,2024-02-22,Ahmedabad,Social
3494,2023-08-05,Pune,Social
3406,2022-10-30,Pune,Organic
5099,2022-01-22,Bangalore,Social
7542,2022-06-10,Ahmedabad,Email
5751,2024-01-02,Delhi,Referral
5629,2023-02-20,Hyderabad,Ads
5817,2022-02-13,Ahmedabad,Ads
5706,2022-05-24,Delhi,Organic
