order_id,customer_id,product_id,order_date,quantity,discount_pct,payment_method,payment_status,shipping_cost,return_flag
127,2116,219,2023-09-13,3,0.0,NetBanking,Completed,58.03,0
128,6258,182,2024-09-20,3,10.0,UPI,Completed,78.4,0
129,2268,156,2024-03-04,2,5.0,COD,Completed,115.48,0
130,2268,178,2024-03-27,2,0.0,NetBanking,Completed,47.85,0
131,1497,18,2024-06-17,1,30.0,Card,Completed,66.44,0
132,6874,141,2023-04-23,1,15.0,NetBanking,Refunded,127.01,1
133,2797,161,2024-06-28,4,5.0,NetBanking,Completed,113.78,0
134,7087,214,2023-11-24,1,10.0,COD,Completed,,0
135,4482,222,2024-09-05,1,0.0,UPI,Completed,42.18,0
136,7466,262,2024-03-05,2,5.0,Card,Completed,92.28,0
137,930,45,2023-07-20,2,0.0,NetBanking,Failed,63.61,0
138,7774,187,2023-04-18,3,5.0,NetBanking,Failed,88.73,0
139,3325,241,2024-02-16,4,10.0,COD,Refunded,74.17,0
140,4501,225,2023-05-09,1,0.0,NetBanking,Completed,123.59,0
141,4588,48,2023-05-23,2,10.0,Card,Completed,128.83,0
142,357,111,2024-02-05,4,20.0,COD,Completed,56.58,0
143,7596,83,2024-04-04,3,5.0,COD,Completed,118.12,0
144,4311,104,2023-11-07,4,20.0,Card,Completed,43.55,0
145,4065,74,2023-04-29,2,10.0,Card,Completed,47.44,0
146,5500,55,2023-08-09,4,0.0,Card,Completed,127.52,1
147,3842,2,2023-01-14,1,5.0,NetBanking,Completed,131.97,0
148,3931,242,2024-08-11,4,10.0,NetBanking,Completed,69.1,0
149,4848,258,2023-04-27,2,5.0,UPI,Completed,89.46,0
150,827,10,2023-02-25,1,5.0,COD,Completed,44.95,0
151,5334,76,2023-05-05,2,15.0,COD,Completed,142.9,0
152,5218,258,2023-01-25,1,15.0,Card,Completed,92.41,0
153,6672,121,2024-08-25,1,5.0,UPI,Completed,80.47,0
154,7060,215,2024-02-12,1,15.0,UPI,Completed,58.82,0
155,666,245,2023-04-03,2,0.0,COD,Completed,147.09,0
156,7696,180,2023-06-07,1,0.0,COD,Refunded,43.04,0
157,6854,300,2023-08-07,4,0.0,COD,Completed,80.08,0
158,2029,290,2024-06-02,3,15.0,COD,Completed,57.59,0
159,3692,73,2023-05-21,4,0.0,COD,Refunded,115.12,0
160,2583,209,2024-10-08,2,10.0,UPI,Completed,73.77,0
161,554,241,2024-09-02,4,15.0,COD,Completed,53.14,0
162,5669,173,2024-12-10,3,15.0,NetBanking,Completed,113.92,0
163,328,5,2024-06-17,3,10.0,NetBanking,Completed,41.87,0
164,7046,217,2024-02-02,1,10.0,NetBanking,Completed,147.49,0
165,1189,214,2024-06-16,3,10.0,NetBanking,Completed,112.13,1
166,7284,38,2024-06-13,4,10.0,NetBanking,Completed,62.59,0
167,150,61,2023-02-17,3,10.0,NetBanking,Completed,119.77,0
168,7686,95,2023-04-03,1,15.0,Card,Completed,112.49,0
169,5152,233,2023-01-26,3,10.0,Card,Failed,98.38,0
170,4753,277,2023-02-08,4,10.0,COD,Completed,122.96,0
171,2854,36,2023-06-14,3,10.0,Card,Completed,46.19,0
172,1937,1,2024-12-02,2,15.0,COD,Completed,108.33,0
173,4389,150,2024-03-23,1,10.0,UPI,Completed,126.66,0
174,7063,215,2024-05-07,4,0.0,UPI,Completed,90.64,1
175,2737,46,2024-03-21,3,20.0,COD,Completed,94.54,0
176,957,65,2024-04-28,3,15.0,UPI,Refunded,139.78,1
177,3249,6,2024-10-29,2,0.0,UPI,Completed,113.02,0
178,5181,81,2024-02-05,3,0.0,UPI,Completed,100.53,0
179,5709,189,2024-06-23,2,5.0,COD,Completed,52.81,0
180,416,151,2023-08-04,4,10.0,UPI,Completed,46.15,0
181,3455,148,2023-01-31,1,30.0,NetBanking,Completed,112.3,0
182,2646,28,2024-05-11,1,30.0,COD,Failed,90.27,0
183,3775,165,2023-09-13,2,5.0,NetBanking,Completed,105.32,0
184,6151,135,2023-07-03,4,0.0,NetBanking,Completed,130.3,0
185,5014,254,2024-02-17,1,15.0,NetBanking,Completed,120.72,1
186,85,212,2024-09-22,1,5.0,COD,Completed,140.83,0
187,6918,280,2023-05-21,2,0.0,COD,Completed,88.44,0
188,5053,80,2024-01-06,4,0.0,COD,Refunded,122.58,0
189,5518,269,2024-03-04,1,5.0,NetBanking,Completed,101.33,0
190,1936,15,2024-08-07,1,15.0,NetBanking,Completed,79.0,0
191,5891,87,2024-02-19,1,0.0,COD,Completed,127.45,0
192,1417,223,2024-04-15,3,20.0,NetBanking,Completed,56.56,0
193,1071,91,2024-10-17,4,10.0,COD,Completed,118.03,0
194,3413,266,2023-09-02,3,0.0,NetBanking,Completed,56.4,0
195,1522,106,2024-07-12,1,10.0,NetBanking,Refunded,142.28,0
196,6750,253,2023-05-16,2,15.0,NetBanking,Failed,40.01,0
197,1502,199,2024-11-18,2,10.0,NetBanking,Completed,64.1,0
198,4092,56,2024-12-21,1,5.0,NetBanking,Completed,119.52,0
199,6570,239,2023-07-11,4,20.0,NetBanking,Completed,67.08,0
200,2474,218,2023-11-02,2,10.0,COD,Completed,75.52,0
201,736,212,2023-05-27,3,10.0,NetBanking,Completed,76.19,0
202,2839,189,2023-02-12,2,15.0,COD,Completed,85.43,0
203,2563,102,2023-12-31,1,10.0,UPI,Completed,74.72,0
204,5249,143,2024-08-25,3,0.0,COD,Completed,48.6,0
205,3907,285,2023-12-01,1,10.0,UPI,Completed,136.93,0
206,1273,70,2024-08-22,1,0.0,COD,Completed,125.89,0
207,4837,65,2024-12-09,2,5.0,COD,Completed,66.02,1
208,1863,198,2023-06-30,3,0.0,COD,Completed,61.16,0
209,4227,16,2023-06-24,4,20.0,UPI,Completed,49.15,0
210,1764,263,2023-02-26,2,0.0,COD,Completed,129.49,0
211,5809,60,2023-09-22,2,10.0,NetBanking,Completed,40.14,0
212,4419,10,2024-10-16,1,30.0,Card,Completed,141.3,0
213,823,8,2024-06-22,1,5.0,COD,Completed,109.22,0
214,543,90,2024-03-18,4,15.0,Card,Completed,105.54,0
215,6210,37,2023-06-22,3,10.0,Card,Completed,88.03,0
216,2766,84,2023-01-06,4,5.0,UPI,Completed,128.51,0
217,7269,234,2024-07-04,2,15.0,UPI,Completed,40.17,0
218,5952,250,2023-01-16,3,0.0,Card,Completed,117.19,0
219,2079,240,2023-08-13,1,5.0,COD,Completed,112.45,0
220,885,104,2023-03-23,2,0.0,NetBanking,Completed,93.98,0
221,4287,211,2023-09-14,3,20.0,COD,Completed,62.37,1
222,3650,225,2023-05-21,2,5.0,UPI,Completed,93.94,0
223,4511,279,2024-06-15,4,0.0,NetBanking,Failed,134.52,0
224,5935,166,2023-04-12,1,30.0,Card,Completed,149.53,0
225,6891,46,2023-03-23,4,5.0,COD,Completed,147.52,1
226,5910,2,2024-09-29,4,0.0,UPI,Completed,133.37,0
227,7882,176,2024-07-02,4,5.0,Card,Completed,99.45,0
228,3572,273,2024-05-16,1,5.0,Card,Completed,122.88,1
229,3934,118,2024-04-08,1,0.0,Card,Completed,79.85,0
230,5857,272,2024-04-06,2,15.0,Card,Completed,57.84,0
231,3667,173,2024-01-23,1,20.0,NetBanking,Completed,54.65,1
232,5166,152,2024-10-15,2,20.0,Card,Completed,112.8,0
233,7257,193,2023-03-06,2,5.0,Card,Completed,89.4,0
234,1722,92,2023-11-08,4,0.0,COD,Completed,54.93,0
235,375,161,2023-07-19,4,20.0,NetBanking,Completed,101.62,0
236,7869,106,2023-12-13,3,5.0,UPI,Completed,116.01,0
237,7414,229,2024-01-13,4,15.0,NetBanking,Completed,91.29,0
238,558,103,2023-12-16,2,5.0,UPI,Refunded,92.33,0
239,1281,132,2024-02-08,3,5.0,NetBanking,Completed,117.04,0
240,3424,257,2024-01-25,1,0.0,NetBanking,Completed,70.25,0
241,6041,289,2024-06-04,4,5.0,NetBanking,Completed,95.63,0
242,5693,101,2023-02-24,1,0.0,UPI,Refunded,101.65,0
243,1129,21,2023-02-01,4,5.0,Card,Completed,117.26,0
244,1361,249,2024-06-13,4,0.0,COD,Failed,86.95,0
245,3598,192,2023-07-10,3,10.0,COD,Completed,71.97,0
246,5421,73,2023-12-19,3,0.0,UPI,Completed,92.38,0
247,1101,168,2023-05-13,4,10.0,UPI,Completed,89.02,0
248,1535,62,2023-11-08,3,15.0,NetBanking,Completed,44.15,0
249,5350,171,2023-05-20,4,5.0,Card,Completed,108.93,0
250,5799,121,2024-03-24,1,5.0,COD,Completed,130.62,0
251,2626,216,2023-07-17,3,10.0,Card,Completed,126.29,0
252,4128,174,2023-07-28,4,0.0,Card,Completed,122.24,0
253,1632,24,2024-01-27,4,5.0,COD,Completed,146.55,0
254,58,138,2024-10-06,4,20.0,COD,Completed,108.25,0
255,1128,99,2024-04-27,1,15.0,NetBanking,Completed,99.79,0
256,312,57,2024-04-07,4,0.0,COD,Completed,135.64,1
257,3718,247,2023-04-02,1,15.0,UPI,Completed,109.06,0
258,5849,172,2023-12-10,3,0.0,Card,Completed,93.13,0
259,7235,201,2023-03-31,1,5.0,COD,Completed,51.1,0
260,2002,107,2023-03-13,2,0.0,UPI,Completed,59.12,0
261,2738,48,2023-12-21,4,5.0,COD,Completed,128.55,0
262,5494,286,2023-03-21,3,0.0,Card,Completed,131.03,0
263,5879,46,2024-08-05,3,20.0,NetBanking,Completed,68.45,0
264,3878,120,2024-06-12,1,15.0,UPI,Completed,70.71,0
265,2283,60,2024-07-16,3,5.0,NetBanking,Completed,110.96,0
266,6787,147,2024-03-14,3,5.0,NetBanking,Completed,126.46,0
267,3184,104,2023-04-09,3,20.0,UPI,Completed,137.79,0
268,5509,68,2023-11-16,1,20.0,NetBanking,Refunded,137.99,0
269,1432,162,2024-11-29,1,15.0,COD,Completed,112.54,0
270,3126,215,2024-08-05,1,10.0,UPI,Completed,134.33,0
271,4898,118,2024-07-16,2,10.0,Card,Completed,52.54,0
272,4335,237,2023-01-18,1,5.0,COD,Completed,50.35,0
273,1776,218,2024-09-20,2,0.0,NetBanking,Completed,72.18,0
274,1319,124,2024-10-28,3,10.0,NetBanking,Completed,60.75,1
275,4208,117,2023-07-28,4,20.0,NetBanking,Completed,96.12,0
276,3160,263,2023-06-09,1,0.0,UPI,Completed,84.99,0
277,7908,170,2023-03-16,4,10.0,UPI,Completed,134.68,0
278,6620,196,2024-12-16,2,5.0,NetBanking,Completed,107.56,0
279,6448,150,2024-11-16,3,5.0,COD,Completed,106.86,0
280,1329,246,2024-11-06,3,0.0,NetBanking,Completed,95.03,1
281,4386,282,2023-03-17,4,20.0,Card,Completed,75.89,0
282,6352,191,2024-10-13,3,20.0,UPI,Completed,79.45,0
283,7012,174,2023-11-11,2,10.0,Card,Completed,143.84,0
284,3975,81,2023-07-31,3,10.0,UPI,Refunded,44.67,0
285,5906,172,2024-11-12,4,20.0,UPI,Completed,68.8,0
286,4678,164,2023-11-19,4,20.0,COD,Completed,64.98,0
287,4466,297,2023-10-14,3,,NetBanking,Completed,144.04,0
288,220,111,2023-09-18,1,20.0,UPI,Completed,113.57,0
289,3303,207,2024-08-18,1,15.0,Card,Completed,92.09,0
290,6946,70,2023-12-29,4,0.0,UPI,Completed,42.12,0
291,2867,98,2024-11-17,3,20.0,COD,Completed,117.11,0
292,1897,5,2023-09-05,4,0.0,UPI,Completed,116.05,0
293,4445,185,2024-11-12,3,10.0,UPI,Completed,138.09,0
294,2303,204,2023-07-03,2,20.0,NetBanking,Failed,54.52,0
295,4548,12,2023-05-19,2,20.0,NetBanking,Completed,40.92,0
296,6286,239,2023-06-18,2,0.0,UPI,Completed,124.97,0
297,7237,280,2024-09-26,4,15.0,COD,Completed,108.14,0
298,4185,115,2023-10-14,2,5.0,NetBanking,Completed,126.89,0
299,4967,210,2023-11-15,1,5.0,Card,Completed,75.27,0
300,5256,133,2023-03-29,3,15.0,COD,Completed,74.44,0
301,3727,223,2024-05-22,4,20.0,Card,Completed,141.56,0
302,2043,181,2024-02-03,2,10.0,Card,Completed,128.05,1
303,5971,28,2024-01-21,4,15.0,NetBanking,Completed,106.84,0
304,7867,193,2023-10-12,4,0.0,Card,Completed,142.7,0
305,523,256,2023-10-24,4,10.0,UPI,Completed,112.16,1
306,2708,111,2023-02-10,3,20.0,COD,Completed,141.4,0
307,2999,194,2023-09-08,2,20.0,UPI,Completed,53.27,0
308,7972,124,2023-05-19,1,15.0,NetBanking,Completed,86.57,0
309,3922,91,2023-09-05,1,0.0,COD,Completed,114.39,0
310,910,136,2024-08-29,2,10.0,Card,Completed,118.95,0
311,4538,283,2024-01-17,2,0.0,NetBanking,Completed,49.52,0
312,4134,229,2024-12-19,1,20.0,UPI,Refunded,60.33,0
313,1881,145,2023-04-09,2,0.0,COD,Completed,147.45,0
314,3280,242,2024-04-09,3,5.0,UPI,Completed,56.47,1
315,4306,31,2023-05-12,2,15.0,NetBanking,Completed,135.8,0
316,2561,261,2023-01-31,1,15.0,COD,Completed,124.89,0
317,7528,60,2024-03-20,1,10.0,COD,Failed,98.53,0
318,5697,89,2024-03-28,4,5.0,NetBanking,Completed,79.82,0
319,3073,101,2024-08-27,2,5.0,COD,Completed,108.58,0
320,3827,298,2024-06-15,4,10.0,Card,Completed,134.91,0
321,5077,279,2024-04-01,1,30.0,COD,Completed,46.9,0
322,4477,121,2023-09-02,2,15.0,COD,Completed,58.53,1
323,2876,243,2023-09-27,1,0.0,COD,Completed,120.74,1
324,5657,77,2024-05-18,2,0.0,COD,Completed,99.91,1
325,2907,273,2023-04-29,2,30.0,COD,Failed,109.65,0
326,4490,58,2023-02-13,2,10.0,COD,Completed,138.94,0
327,5170,247,2024-06-13,1,15.0,UPI,Completed,57.1,0
328,4492,96,2023-07-28,1,0.0,Card,Completed,105.41,0
329,5873,45,2024-08-15,4,15.0,Card,Completed,146.27,0
330,6176,291,2024-03-17,3,0.0,UPI,Completed,85.51,0
331,545,258,2023-10-04,4,15.0,COD,Completed,94.85,0
332,6856,259,2024-11-24,3,10.0,UPI,Completed,40.9,0
333,7402,246,2023-09-23,2,15.0,COD,Completed,47.51,0
334,3098,240,2023-12-30,4,5.0,NetBanking,Completed,120.5,0
335,3626,128,2023-12-14,2,0.0,Card,Completed,136.32,0
336,3506,202,2024-09-04,3,0.0,UPI,Refunded,53.63,0
337,1085,276,2023-07-02,1,5.0,NetBanking,Completed,130.5,0
338,553,207,2024-06-16,3,0.0,Card,Refunded,133.76,0
339,5561,40,2023-10-24,3,15.0,NetBanking,Completed,70.86,1
340,1154,56,2024-08-02,2,30.0,UPI,Completed,47.29,0
341,3939,160,2024-05-25,2,20.0,COD,Completed,133.9,0
342,5474,96,2023-04-22,3,10.0,NetBanking,Completed,51.12,0
343,2246,116,2024-10-07,4,10.0,NetBanking,Completed,101.24,0
344,6943,212,2023-01-25,4,10.0,COD,Completed,84.01,0
345,1687,87,2023-03-06,2,20.0,COD,Refunded,106.04,0
346,5836,268,2023-09-11,1,0.0,NetBanking,Completed,133.1,0
347,694,44,2023-08-22,3,10.0,NetBanking,Refunded,127.97,0
348,7539,83,2023-09-16,1,10.0,COD,Completed,129.28,1
349,3791,211,2023-04-18,4,20.0,NetBanking,Completed,107.73,0
350,6291,9,2023-03-05,3,5.0,Card,Completed,76.99,1
351,5836,157,2023-08-04,1,5.0,COD,Completed,68.23,0
352,498,189,2024-08-21,1,15.0,UPI,Completed,100.68,0
353,2096,131,2023-03-31,2,5.0,COD,Completed,66.23,0
354,6914,215,2024-03-28,1,5.0,COD,Completed,143.3,1
355,6795,115,2024-06-29,1,5.0,COD,Completed,110.01,0
356,5292,123,2023-09-02,1,0.0,COD,Completed,83.53,0
357,613,192,2024-03-11,4,0.0,NetBanking,Completed,116.74,0
358,6843,148,2024-12-18,4,0.0,NetBanking,Completed,69.5,0
359,3968,28,2024-05-24,2,15.0,Card,Completed,103.98,0
360,5435,124,2024-11-08,3,10.0,Card,Completed,124.68,0
361,376,77,2023-06-30,4,20.0,UPI,Completed,60.24,0
362,806,75,2024-03-15,3,10.0,UPI,Completed,80.78,1
363,921,186,2023-01-17,3,15.0,NetBanking,Completed,142.03,0
364,4971,39,2024-04-25,3,5.0,UPI,Completed,60.79,1
365,3605,234,2023-08-24,4,20.0,COD,Completed,134.71,0
366,6954,248,2023-08-24,4,20.0,NetBanking,Completed,109.88,0
367,1444,131,2024-10-16,4,0.0,Card,Completed,53.43,0
368,7049,5,2023-12-21,3,0.0,COD,Completed,77.81,0
369,5516,259,2023-01-14,2,20.0,Card,Completed,145.03,0
370,1546,245,2024-12-01,1,5.0,Card,Completed,122.71,1
371,1211,78,2024-06-09,1,10.0,UPI,Completed,107.6,0
372,5102,115,2023-12-24,2,20.0,COD,Failed,92.79,0
373,7813,4,2024-11-07,3,15.0,COD,Completed,149.05,0
374,2081,131,2024-08-10,3,20.0,NetBanking,Completed,109.27,0
375,6213,227,2024-01-08,1,5.0,Card,Refunded,124.99,0
376,4688,128,2023-08-15,2,15.0,NetBanking,Completed,109.03,0
377,5311,9,2024-06-27,1,5.0,UPI,Completed,130.35,0
378,2149,118,2024-05-28,1,0.0,UPI,Completed,148.86,0
379,1509,188,2024-02-06,3,10.0,COD,Refunded,129.99,0
380,5405,139,2023-04-21,3,30.0,COD,Completed,148.7,0
381,914,125,2023-09-07,1,15.0,Card,Completed,118.62,0
382,2781,223,2023-05-24,1,20.0,COD,Completed,139.67,0
383,390,259,2023-12-12,4,0.0,Card,Completed,42.98,0
384,7733,67,2023-09-18,4,10.0,NetBanking,Completed,105.28,0
385,4050,85,2023-05-24,2,10.0,Card,Completed,45.46,0
386,4256,62,2023-04-18,4,0.0,Card,Completed,45.81,0
387,4988,14,2023-12-02,3,0.0,Card,Completed,129.65,0
388,3626,122,2024-06-06,4,20.0,COD,Completed,105.15,0
389,1071,279,2024-06-03,3,10.0,Card,Completed,119.35,0
390,7327,123,2024-03-26,4,20.0,NetBanking,Completed,105.33,0
391,5566,77,2023-11-12,4,0.0,NetBanking,Completed,132.63,0
392,4792,272,2023-07-27,3,5.0,COD,Completed,100.19,0
393,4854,146,2024-06-02,3,15.0,COD,Completed,120.9,0
394,2571,269,2024-10-03,1,0.0,Card,Completed,98.93,0
395,3738,56,2023-01-31,4,10.0,NetBanking,Completed,71.06,1
396,2780,218,2023-08-21,2,30.0,Card,Completed,102.75,0
397,6299,173,2023-03-06,2,0.0,UPI,Completed,102.55,0
398,339,40,2023-03-02,3,30.0,COD,Completed,90.72,0
399,1977,159,2024-11-27,1,10.0,COD,Completed,123.18,0
400,3437,32,2023-04-04,1,10.0,UPI,Completed,146.83,0
401,795,248,2024-08-28,1,0.0,Card,Completed,96.93,0
402,1723,129,2023-05-20,1,10.0,Card,Completed,124.28,0
403,5694,291,2024-04-02,3,5.0,UPI,Failed,92.49,0
404,3220,36,2023-07-02,1,0.0,UPI,Completed,74.9,0
405,899,66,2023-10-26,3,15.0,COD,Completed,137.3,0
406,5264,285,2024-09-09,1,5.0,UPI,Completed,93.76,0
407,103,157,2023-04-30,4,20.0,NetBanking,Completed,132.17,0
408,2860,43,2024-05-11,3,10.0,UPI,Completed,86.4,1
409,4189,275,2024-04-25,4,0.0,UPI,Completed,127.82,0
